customer_id,recency_days,frequency,monetary,avg_basket_value,n_categories,tenure_days,purchase_gap_std,R_score,F_score,M_score,RFM_score,cluster,dbscan_label,segment_name
C00765,37,24,3688.76,153.69833333333335,6,607,36.001155200957136,2,3,3,8,2,0,Potential Loyalists
C00766,6,14,5420.73,387.195,5,16,1.049090899768143,5,3,3,11,0,0,Loyal Customers
C00767,1,204,39879.39,195.48720588235292,6,679,5.69224985086544,5,5,5,15,4,0,Champions
C00768,5,58,12135.32,209.2296551724138,6,517,13.098133291494653,5,4,4,13,4,0,Champions
C00769,56,65,12919.58,198.76276923076924,6,830,14.593147739178823,2,5,5,12,4,0,Champions
C00770,1,14,2627.48,187.67714285714285,5,173,13.873903816179197,5,3,2,10,0,0,Loyal Customers
C00771,11,38,10624.32,279.58736842105264,6,306,12.005598888641302,4,4,4,12,4,0,Champions
C00772,1,21,3185.45,151.68809523809523,6,816,41.80535252811534,5,3,3,11,2,0,Potential Loyalists
C00773,16,52,8411.45,161.75865384615386,6,700,18.221057060862986,3,4,4,11,4,0,Champions
C00774,26,35,6575.86,187.88171428571428,6,399,14.569277292661083,3,4,4,11,0,0,Loyal Customers
C00775,129,18,1691.41,93.96722222222223,6,414,20.38318052814395,1,3,2,6,0,0,Loyal Customers
C00776,6,27,6895.97,255.40629629629632,6,179,10.06495178517363,5,3,4,12,0,0,Loyal Customers
C00777,58,23,6352.96,276.21565217391304,6,658,32.07687048068609,2,3,4,9,0,0,Loyal Customers
C00778,19,6,923.86,153.97666666666666,5,65,11.42628548566856,3,1,1,5,0,0,Loyal Customers
C00779,12,52,7716.99,148.40365384615384,6,486,11.772840325065676,4,4,4,12,4,0,Champions
C00780,108,3,67.81,22.603333333333335,2,151,10.5,1,1,1,3,3,0,Hibernating / Lost
C00781,624,6,4110.7,685.1166666666667,2,685,9.516301802696255,1,1,3,5,5,0,At Risk
C00782,27,95,21494.68,226.2597894736842,6,860,16.152597488125547,3,5,5,13,4,0,Champions
C00783,6,26,4914.88,189.03384615384616,6,851,40.13776276774778,5,3,3,11,2,0,Potential Loyalists
C00784,21,25,6379.33,255.1732,6,563,33.667388606120845,3,3,4,10,2,0,Potential Loyalists
C00785,34,1,670.0,670.0,1,34,0.0,2,1,1,4,1,0,Needs Attention
C00786,768,6,774.37,129.06166666666667,3,856,30.388155587333692,1,1,1,3,5,0,At Risk
C00787,18,150,35131.62,234.2108,6,567,6.411071849492695,3,5,5,13,4,0,Champions
C00788,754,8,921.63,115.20375,5,802,10.85526299515021,1,2,1,4,5,0,At Risk
C00789,28,8,474.18,59.2725,5,57,5.617029500382142,3,2,1,6,3,0,Hibernating / Lost
C00790,6,39,15119.35,387.675641025641,6,285,11.225619935499692,5,4,5,14,4,0,Champions
C00791,18,18,6464.95,359.1638888888889,5,211,29.087982512432834,3,3,4,10,0,0,Loyal Customers
C00792,3,70,20923.26,298.9037142857143,6,254,7.239126807966481,5,5,5,15,4,0,Champions
C00793,6,15,1880.33,125.35533333333333,6,309,27.491835522717707,5,3,2,10,0,0,Loyal Customers
C00794,65,10,2619.34,261.934,6,204,21.385930531341348,2,2,2,6,0,0,Loyal Customers
C00795,26,24,4283.58,178.4825,6,893,38.222955523121115,3,3,3,9,2,0,Potential Loyalists
C00796,40,4,156.53,39.1325,3,122,19.344824171395878,2,1,1,4,3,0,Hibernating / Lost
C00797,28,14,2127.96,151.99714285714285,4,232,20.58896125218042,3,3,2,8,0,0,Loyal Customers
C00798,139,5,179.16,35.832,4,232,24.283482040267618,1,1,1,3,3,0,Hibernating / Lost
C00799,3,59,9704.69,164.4862711864407,6,542,16.83490690109716,5,5,4,14,4,0,Champions
C00800,151,3,2214.3100000000004,738.1033333333335,2,179,12.0,1,1,2,4,1,0,Needs Attention
C00801,10,40,6352.35,158.80875,6,557,16.49317991060078,4,4,4,12,0,0,Loyal Customers
C00802,3,103,18341.12,178.06912621359223,6,853,11.076678674472612,5,5,5,15,4,0,Champions
C00803,26,7,1160.0700000000002,165.72428571428574,4,83,10.719919153924002,3,2,2,7,1,0,Needs Attention
C00804,65,32,6239.41,194.9815625,6,688,28.086680161553424,2,4,4,10,0,0,Loyal Customers
C00805,40,26,5907.07,227.195,6,798,44.42316512811756,2,3,4,9,2,0,Potential Loyalists
C00806,21,14,3498.24,249.8742857142857,6,340,27.060090922058247,3,3,3,9,0,0,Loyal Customers
C00807,646,7,2866.7999999999997,409.5428571428571,4,690,11.279282877125755,1,2,3,6,5,0,At Risk
C00808,1,8,1082.8799999999999,135.35999999999999,4,128,21.28331721881565,5,2,2,9,0,0,Loyal Customers
C00809,394,6,864.34,144.05666666666667,4,497,26.911707489492375,1,1,1,3,5,0,At Risk
C00810,14,298,54567.87,183.1136577181208,6,895,5.607733746946632,4,5,5,14,4,0,Champions
C00811,5,11,833.1899999999999,75.74454545454545,5,42,5.814636704042653,5,2,1,8,0,0,Loyal Customers
C00812,7,15,3321.2799999999997,221.41866666666664,6,429,37.27093303070895,4,3,3,10,2,0,Potential Loyalists
C00813,23,202,40421.659999999996,200.10722772277225,6,661,5.955433771452195,3,5,5,13,4,0,Champions
C00814,53,16,3018.81,188.675625,5,291,16.820093803411307,2,3,3,8,0,0,Loyal Customers
C00815,403,3,136.8,45.6,1,415,6.0,1,1,1,3,3,0,Hibernating / Lost
C00816,826,5,195.78,39.156,3,868,14.256577429383253,1,1,1,3,5,0,At Risk
C00817,56,3,150.7,50.23333333333333,3,205,63.5,2,1,1,4,2,-1,Potential Loyalists
C00818,13,12,1848.1100000000001,154.0091666666667,5,529,78.35983960428912,4,2,2,8,2,0,Potential Loyalists
C00819,7,33,6971.05,211.2439393939394,6,253,8.858038369187616,4,4,4,12,0,0,Loyal Customers
C00820,17,28,4513.55,161.1982142857143,6,89,5.263430792145337,3,3,3,9,0,0,Loyal Customers
C00821,16,111,20287.96,182.7744144144144,6,350,5.120240180316957,3,5,5,13,4,0,Champions
C00822,218,8,712.24,89.03,4,290,11.646143269822181,1,2,1,4,3,0,Hibernating / Lost
C00823,669,1,1885.59,1885.59,1,669,0.0,1,1,2,4,1,0,Needs Attention
C00824,8,180,38562.37,214.2353888888889,6,675,6.138798033580199,4,5,5,14,4,0,Champions
C00825,10,26,3517.06,135.27153846153846,6,522,29.636625988799736,4,3,3,10,0,0,Loyal Customers
C00826,53,6,879.79,146.63166666666666,4,132,17.508854902591434,2,1,1,4,0,0,Loyal Customers
C00827,2,58,11586.7,199.77068965517242,6,426,8.965856372165657,5,4,4,13,4,0,Champions
C00828,19,17,6013.03,353.7076470588235,6,582,43.47875738507254,3,3,4,10,2,0,Potential Loyalists
C00829,98,7,1873.48,267.64,4,197,20.155644370746373,2,2,2,6,1,0,Needs Attention
C00830,42,3,475.35,158.45000000000002,3,132,9.0,2,1,1,4,1,0,Needs Attention
C00831,53,6,2529.04,421.50666666666666,4,81,6.529931086925803,2,1,2,5,1,0,Needs Attention
C00832,20,57,14270.82,250.36526315789473,6,625,15.991537542062165,3,4,5,12,4,0,Champions
C00833,223,4,1156.6399999999999,289.15999999999997,3,259,13.490737563232042,1,1,2,4,1,0,Needs Attention
C00834,8,107,25596.13,239.21616822429908,6,367,6.551063221667355,4,5,5,14,4,0,Champions
C00835,4,34,8829.26,259.6841176470588,6,488,16.745269194731996,5,4,4,13,0,0,Loyal Customers
C00836,5,164,40958.02,249.74402439024388,6,539,6.119754138730292,5,5,5,15,4,0,Champions
C00837,12,87,22622.97,260.0341379310345,6,797,15.435384078984407,4,5,5,14,4,0,Champions
C00838,2,166,30310.5,182.59337349397592,6,651,7.175829237971404,5,5,5,15,4,0,Champions
C00839,31,14,1082.97,77.355,5,401,36.41558285344631,3,3,2,8,2,0,Potential Loyalists
C00840,10,12,2073.59,172.79916666666668,6,102,12.301313509117096,4,2,2,8,0,0,Loyal Customers
C00841,4,13,1518.4,116.80000000000001,4,116,9.646530752325187,5,2,2,9,0,0,Loyal Customers
C00842,16,22,7117.32,323.51454545454544,6,732,41.02253127931476,3,3,4,10,2,0,Potential Loyalists
C00843,142,8,2003.3000000000002,250.41250000000002,5,281,27.409219363609186,1,2,2,5,0,0,Loyal Customers
C00844,708,7,1980.54,282.9342857142857,4,823,18.32499810519923,1,2,2,5,5,0,At Risk
C00845,13,32,6126.25,191.4453125,6,291,13.226278512425232,4,4,4,12,0,0,Loyal Customers
C00846,507,6,952.28,158.71333333333334,4,580,19.074590428106184,1,1,1,3,5,0,At Risk
C00847,20,41,9295.83,226.72756097560975,6,484,17.130090484291085,3,4,4,11,4,0,Champions
C00848,2,31,7739.89,249.67387096774195,6,249,11.49400810084203,5,4,4,13,0,0,Loyal Customers
C00849,476,4,161.88,40.47,4,518,13.366625103842281,1,1,1,3,3,0,Hibernating / Lost
C00850,6,50,9838.4,196.768,6,169,5.578339139491731,5,4,4,13,4,0,Champions
C00851,41,17,2223.42,130.78941176470587,6,413,26.101963527673547,2,3,2,7,0,0,Loyal Customers
C00853,301,3,207.72000000000003,69.24000000000001,2,320,2.5,1,1,1,3,3,0,Hibernating / Lost
C00854,11,22,3235.65,147.07500000000002,6,625,37.28258212228889,4,3,3,10,2,0,Potential Loyalists
C00855,111,6,548.59,91.43166666666667,3,202,15.03861695768597,1,1,1,3,3,0,Hibernating / Lost
C00856,26,14,4068.19,290.585,6,531,70.69310286654144,3,3,3,9,2,0,Potential Loyalists
C00857,320,6,983.6899999999999,163.94833333333332,3,414,21.423351745233518,1,1,2,4,5,0,At Risk
C00858,23,217,38428.51,177.08990783410138,6,777,6.398054348886321,3,5,5,13,4,0,Champions
C00859,11,91,12759.26,140.21164835164836,6,786,14.656583234122657,4,5,5,14,4,0,Champions
C00860,6,14,3867.89,276.27785714285716,5,379,38.359402849656675,5,3,3,11,2,0,Potential Loyalists
C00861,29,90,20862.57,231.80633333333333,6,726,13.256531953699833,3,5,5,13,4,0,Champions
C00862,2,1,15.19,15.19,1,2,0.0,5,1,1,7,3,0,Hibernating / Lost
C00863,17,21,3787.41,180.35285714285715,6,107,9.096702699330127,3,3,3,9,0,0,Loyal Customers
C00864,9,23,6007.79,261.2082608695652,6,270,16.38262786819528,4,3,4,11,0,0,Loyal Customers
C00865,7,17,2718.03,159.88411764705884,5,229,17.634749076751845,4,3,2,9,0,0,Loyal Customers
C00866,20,20,2445.68,122.28399999999999,6,363,24.993627996815775,3,3,2,8,0,0,Loyal Customers
C00867,43,57,11938.32,209.44421052631577,6,846,16.388450621566097,2,4,4,10,4,0,Champions
C00868,15,45,8098.9,179.97555555555556,6,546,17.083215749108202,4,4,4,12,4,0,Champions
C00869,69,22,5416.26,246.1936363636364,6,447,21.145752697477032,2,3,3,8,0,0,Loyal Customers
C00870,3,11,1671.1599999999999,151.92363636363635,6,77,12.134249049694011,5,2,2,9,0,0,Loyal Customers
C00871,4,43,8595.33,199.89139534883722,5,690,20.088692231092484,5,4,4,13,0,0,Loyal Customers
C00872,20,32,9116.050000000001,284.87656250000003,5,443,18.80553862665203,3,4,4,11,0,0,Loyal Customers
C00873,548,4,3070.8999999999996,767.7249999999999,4,589,12.918548250050735,1,1,3,5,5,0,At Risk
C00874,9,62,12337.84,198.9974193548387,6,780,19.7965328864452,4,5,5,14,4,0,Champions
C00875,763,3,2249.43,749.81,3,802,15.5,1,1,2,4,5,0,At Risk
C00876,7,44,10338.54,234.9668181818182,6,567,14.22001271070806,4,4,4,12,4,0,Champions
C00877,801,4,600.6,150.15,3,826,8.498365855987974,1,1,1,3,5,0,At Risk
C00878,21,27,7317.45,271.01666666666665,6,839,31.4853210843876,3,3,4,10,0,0,Loyal Customers
C00879,1,17,2758.5099999999998,162.26529411764704,6,584,39.76960012056948,5,3,2,10,2,0,Potential Loyalists
C00880,44,24,5231.88,217.995,6,716,31.052489253631194,2,3,3,8,0,0,Loyal Customers
C00881,21,34,7623.35,224.21617647058824,6,396,14.615927762294705,3,4,4,11,0,0,Loyal Customers
C00882,3,85,21894.23,257.5791764705882,6,885,15.016261027236283,5,5,5,15,4,0,Champions
C00883,25,41,7230.62,176.35658536585365,6,629,22.95190623891619,3,4,4,11,0,0,Loyal Customers
C00884,20,115,18712.22,162.71495652173914,6,489,7.690001222742842,3,5,5,13,4,0,Champions
C00885,25,4,890.11,222.5275,3,33,3.091206165165235,3,1,1,5,1,0,Needs Attention
C00886,1,26,5308.400000000001,204.16923076923078,6,326,24.859605789312106,5,3,3,11,0,0,Loyal Customers
C00887,79,4,660.52,165.13,4,108,12.970050972229147,2,1,1,4,1,0,Needs Attention
C00888,15,29,6493.82,223.92482758620687,6,592,21.614048483260476,4,4,4,12,0,0,Loyal Customers
C00889,116,18,4534.37,251.90944444444443,5,488,31.776577302344933,1,3,3,7,2,0,Potential Loyalists
C00890,7,15,1165.7,77.71333333333334,5,513,37.0305995917221,4,3,2,9,2,0,Potential Loyalists
C00891,80,5,647.05,129.41,4,102,7.826237921249264,2,1,1,4,1,0,Needs Attention
C00892,19,3,665.4300000000001,221.81000000000003,3,26,3.5,3,1,1,5,1,0,Needs Attention
C00893,30,2,405.90999999999997,202.95499999999998,2,30,0.0,3,1,1,5,1,0,Needs Attention
C00894,147,7,2047.23,292.4614285714286,3,224,9.007712744581106,1,2,2,5,1,0,Needs Attention
C00895,345,12,1240.43,103.36916666666667,5,437,10.814743533064037,1,2,2,5,5,0,At Risk
C00896,16,25,4065.0499999999997,162.60199999999998,6,412,28.396009109262756,3,3,3,9,0,0,Loyal Customers
C00898,7,59,9758.42,165.39694915254236,6,634,15.632037059824118,4,5,4,13,4,0,Champions
C00899,7,37,9145.36,247.1718918918919,6,587,23.469575787694183,4,4,4,12,0,0,Loyal Customers
C00900,73,5,979.79,195.958,3,93,5.1478150704935,2,1,2,5,1,0,Needs Attention
C00901,18,52,7470.07,143.6551923076923,6,541,14.344286472395655,3,4,4,11,4,0,Champions
C00902,592,6,661.46,110.24333333333334,3,687,13.520355024924458,1,1,1,3,5,0,At Risk
C00903,81,19,5399.71,284.1952631578947,5,392,33.847378949165254,2,3,3,8,2,0,Potential Loyalists
C00904,559,5,1378.52,275.704,3,603,12.449899597988733,1,1,2,4,5,0,At Risk
C00905,88,1,44.06,44.06,1,88,0.0,2,1,1,4,3,0,Hibernating / Lost
C00906,9,4,941.71,235.4275,3,82,18.553226733434325,4,1,1,6,1,0,Needs Attention
C00907,537,9,1922.41,213.60111111111112,4,625,17.84656829757475,1,2,2,5,5,0,At Risk
C00908,18,20,2765.41,138.2705,6,422,25.847410753483217,3,3,3,9,0,0,Loyal Customers
C00909,5,1,151.89,151.89,1,5,0.0,5,1,1,7,3,0,Hibernating / Lost
C00910,7,25,2674.42,106.9768,6,221,14.112396048234412,4,3,2,9,0,0,Loyal Customers
C00911,16,23,7560.8099999999995,328.73086956521735,6,697,39.66619498758846,3,3,4,10,2,0,Potential Loyalists
C00912,4,113,17803.04,157.54902654867257,6,364,6.887396060180938,5,5,5,15,4,0,Champions
C00913,16,30,6476.33,215.87766666666667,6,342,14.058143234472725,3,4,4,11,0,0,Loyal Customers
C00914,38,17,5335.0199999999995,313.82470588235293,5,312,23.84553155205394,2,3,3,8,0,0,Loyal Customers
C00915,12,66,11934.15,180.82045454545454,6,869,19.908940633789715,4,5,4,13,4,0,Champions
C00916,43,61,10456.18,171.4127868852459,6,628,12.505498790532107,2,5,4,11,4,0,Champions
C00917,25,14,2783.71,198.83642857142857,6,124,11.737765883207675,3,3,3,9,0,0,Loyal Customers
C00918,37,25,3639.14,145.5656,5,681,40.093293980692366,2,3,3,8,2,0,Potential Loyalists
C00919,17,43,9672.91,224.9513953488372,6,625,18.884660057505094,3,4,4,11,4,0,Champions
C00920,37,36,6138.71,170.5197222222222,6,590,19.46542722733969,2,4,4,10,0,0,Loyal Customers
C00921,1,227,45494.99,200.41845814977972,6,739,5.5046524154051335,5,5,5,15,4,0,Champions
C00922,11,28,5550.39,198.2282142857143,6,755,35.30012415604369,4,3,3,10,2,0,Potential Loyalists
C00923,120,15,1941.6100000000001,129.4406666666667,4,567,35.186166692758846,1,3,2,6,2,0,Potential Loyalists
C00924,111,1,151.89,151.89,1,111,0.0,1,1,1,3,3,0,Hibernating / Lost
C00925,30,27,6695.71,247.98925925925926,6,896,34.86211215496452,3,3,4,10,2,0,Potential Loyalists
C00926,30,62,16830.13,271.4537096774194,6,643,11.115527803236832,3,5,5,13,4,0,Champions
C00927,82,24,4571.06,190.46083333333334,6,845,42.24427120812338,2,3,3,8,2,0,Potential Loyalists
C00928,18,16,2668.65,166.790625,6,394,30.619093534735626,3,3,2,8,0,0,Loyal Customers
C00929,10,18,4537.83,252.10166666666666,5,674,52.051411901780895,4,3,3,10,2,0,Potential Loyalists
C00930,91,7,1090.35,155.7642857142857,4,188,18.30679897985688,2,2,2,6,0,0,Loyal Customers
C00931,4,25,9362.34,374.4936,6,372,17.957511582126912,5,3,4,12,0,0,Loyal Customers
C00932,106,7,2863.7999999999997,409.1142857142857,5,193,11.89887949906769,1,2,3,6,1,0,Needs Attention
C00933,1,40,10223.77,255.59425000000002,6,328,10.452862163836928,5,4,4,13,4,0,Champions
C00934,28,50,8156.12,163.1224,6,503,12.35892486181983,3,4,4,11,4,0,Champions
C00935,35,10,1170.88,117.08800000000001,5,123,9.052658023141635,2,2,2,6,0,0,Loyal Customers
C00936,23,45,6946.32,154.36266666666666,6,471,12.338544055985196,3,4,4,11,4,0,Champions
C00937,40,5,1318.06,263.61199999999997,3,40,0.0,2,1,2,5,1,0,Needs Attention
C00939,280,10,2114.09,211.40900000000002,6,369,10.846857654991805,1,2,2,5,0,0,Loyal Customers
C00940,16,21,4844.12,230.67238095238093,6,292,20.529490982486635,3,3,3,9,0,0,Loyal Customers
C00941,570,12,5710.66,475.8883333333333,5,670,10.448614918686987,1,2,3,6,5,0,At Risk
C00942,10,13,1652.3500000000001,127.10384615384616,5,167,17.599518617154153,4,2,2,8,0,0,Loyal Customers
C00943,14,7,1340.5,191.5,4,293,28.552583070538468,4,2,2,8,2,0,Potential Loyalists
C00944,88,1,14.11,14.11,1,88,0.0,2,1,1,4,3,0,Hibernating / Lost
C00945,18,47,10217.4,217.39148936170213,6,650,15.704381530128982,3,4,4,11,4,0,Champions
C00946,7,13,1686.16,129.70461538461538,6,190,14.388218560104422,4,2,2,8,0,0,Loyal Customers
C00947,410,5,2917.88,583.576,3,471,20.849160654568326,1,1,3,5,1,0,Needs Attention
C00948,9,61,15201.49,249.20475409836064,6,733,16.857111918185222,4,5,5,14,4,0,Champions
C00949,3,80,15437.0,192.9625,6,744,13.804515677866599,5,5,5,15,4,0,Champions
C00950,68,25,5013.18,200.52720000000002,6,395,20.758156027611573,2,3,3,8,0,0,Loyal Customers
C00951,5,198,37881.1,191.31868686868685,6,602,4.940158271824536,5,5,5,15,4,0,Champions
C00952,31,69,12796.88,185.46202898550723,6,795,17.067442041930924,3,5,5,13,4,0,Champions
C00953,1,43,8215.67,191.0620930232558,6,516,19.908193484102306,5,4,4,13,0,0,Loyal Customers
C00954,227,8,1450.8400000000001,181.35500000000002,4,306,15.378224732340446,1,2,2,5,1,0,Needs Attention
C00955,48,14,2508.3900000000003,179.1707142857143,5,610,49.967918701986015,2,3,2,7,2,0,Potential Loyalists
C00956,19,6,1641.52,273.58666666666664,3,32,4.223742416388576,3,1,2,6,1,0,Needs Attention
C00957,33,14,4369.34,312.0957142857143,5,191,16.631046749267806,2,3,3,8,0,0,Loyal Customers
C00958,346,11,1334.27,121.29727272727273,5,439,15.874822833657076,1,2,2,5,5,0,At Risk
C00959,32,1,88.24,88.24,1,32,0.0,3,1,1,5,3,0,Hibernating / Lost
C00960,16,52,18101.760000000002,348.1107692307693,6,510,11.426646182649915,3,4,5,12,4,0,Champions
C00961,6,79,18201.899999999998,230.4037974683544,6,774,15.44724431741702,5,5,5,15,4,0,Champions
C00962,21,86,19024.31,221.2129069767442,6,845,12.127774180549144,3,5,5,13,4,0,Champions
C00963,51,8,1424.67,178.08375,6,56,0.880630571852711,2,2,2,6,0,0,Loyal Customers
C00964,35,1,29.44,29.44,1,35,0.0,2,1,1,4,3,0,Hibernating / Lost
C00965,10,24,7907.19,329.46625,6,235,18.540101124763208,4,3,4,11,0,0,Loyal Customers
C00966,12,102,22430.73,219.90911764705882,6,804,13.048070054376144,4,5,5,14,4,0,Champions
C00967,18,70,20788.94,296.98485714285715,6,636,12.780686042923842,3,5,5,13,4,0,Champions
C00968,35,65,10508.16,161.664,6,864,23.81401221412249,2,5,4,11,4,0,Champions
C00969,30,72,10616.67,147.45375,6,853,14.524944512549446,3,5,4,12,4,0,Champions
C00970,6,24,6647.5,276.9791666666667,6,677,36.01527716172564,5,3,4,12,2,0,Potential Loyalists
C00971,349,3,81.82,27.27333333333333,2,383,17.0,1,1,1,3,3,0,Hibernating / Lost
C00972,10,223,43961.08,197.1348878923767,6,840,6.274805494579542,4,5,5,14,4,0,Champions
C00973,14,1,14.02,14.02,1,14,0.0,4,1,1,6,3,0,Hibernating / Lost
C00974,22,17,3162.5599999999995,186.03294117647056,6,484,25.381772495237602,3,3,3,9,0,0,Loyal Customers
C00975,4,58,9123.64,157.30413793103446,6,662,17.200642761795216,5,4,4,13,4,0,Champions
C00976,9,51,7161.27,140.41705882352943,6,428,11.46279198101405,4,4,4,12,4,0,Champions
C00977,14,9,2318.61,257.62333333333333,4,186,28.084693339967234,4,2,2,8,0,0,Loyal Customers
C00978,32,74,13952.41,188.54608108108107,6,602,11.202565183550016,3,5,5,13,4,0,Champions
C00979,800,6,538.5899999999999,89.76499999999999,5,857,17.431006855600742,1,1,1,3,5,0,At Risk
C00980,6,67,17007.03,253.8362686567164,6,854,17.260255997471628,5,5,5,15,4,0,Champions
C00981,1,10,1857.8,185.78,6,132,15.585685106754644,5,2,2,9,0,0,Loyal Customers
C00982,4,88,19496.56,221.5518181818182,6,800,12.771671899872045,5,5,5,15,4,0,Champions
C00983,33,21,5254.56,250.21714285714287,5,321,28.461201661208896,2,3,3,8,0,0,Loyal Customers
C00984,7,132,23313.51,176.61749999999998,6,548,7.703867321240723,4,5,5,14,4,0,Champions
C00985,45,10,2249.2599999999998,224.926,3,199,20.81903212844997,2,2,2,6,1,0,Needs Attention
C00986,6,23,4999.5599999999995,217.37217391304347,6,843,52.69162196016923,5,3,3,11,2,0,Potential Loyalists
C00987,24,12,1255.72,104.64333333333333,6,86,5.58036700117193,3,2,2,7,0,0,Loyal Customers
C00988,2,21,4172.16,198.6742857142857,6,268,13.664186766873467,5,3,3,11,0,0,Loyal Customers
C00989,95,15,6371.6,424.77333333333337,5,493,28.861032269713938,2,3,4,9,0,0,Loyal Customers
C00990,37,65,12540.97,192.938,6,708,19.591924506269795,2,5,5,12,4,0,Champions
C00991,13,2,549.78,274.89,2,16,0.0,4,1,1,6,1,0,Needs Attention
C00992,539,6,448.02,74.67,5,627,17.79438113562818,1,1,1,3,5,0,At Risk
C00993,15,9,883.64,98.18222222222222,4,459,46.770717334674266,4,2,1,7,2,0,Potential Loyalists
C00994,9,197,43296.33,219.77832487309647,6,538,4.920407210997123,4,5,5,14,4,0,Champions
C00995,31,60,12848.39,214.1398333333333,6,690,16.815199482603788,3,5,5,13,4,0,Champions
C00996,5,42,8120.6,193.34761904761905,6,525,16.48715542089341,5,4,4,13,4,0,Champions
C00997,690,8,2681.38,335.1725,4,761,16.216645517391527,1,2,2,5,5,0,At Risk
C00998,13,72,10959.16,152.21055555555554,6,898,18.406085174046087,4,5,4,13,4,0,Champions
C00999,11,43,5638.86,131.13627906976743,6,636,17.23120422643091,4,4,3,11,0,0,Loyal Customers
C01000,15,101,16976.42,168.08336633663365,6,794,11.049248843247218,4,5,5,14,4,0,Champions
C01001,25,51,12412.63,243.3849019607843,6,516,11.091780740710663,3,4,5,12,4,0,Champions
C01002,29,4,139.11,34.7775,2,118,4.642796092394706,3,1,1,5,3,0,Hibernating / Lost
C01003,10,195,40316.01,206.74876923076923,6,754,6.940365141425344,4,5,5,14,4,0,Champions
C01004,5,91,23416.11,257.31989010989014,6,893,15.816447135814036,5,5,5,15,4,0,Champions
C01005,752,8,2486.8799999999997,310.85999999999996,5,798,9.31752791949733,1,2,2,5,5,0,At Risk
C01006,25,42,10777.6,256.6095238095238,6,438,13.930822544836639,3,4,4,11,4,0,Champions
C01007,1,181,44356.39,245.06292817679557,6,648,5.74717053303645,5,5,5,15,4,0,Champions
C01008,24,27,8352.13,309.3381481481481,6,456,18.959626990563443,3,3,4,10,0,0,Loyal Customers
C01009,8,56,9628.94,171.94535714285715,6,870,18.736502579873864,4,4,4,12,4,0,Champions
C01010,14,70,13218.039999999999,188.82914285714284,6,587,15.520257307580623,4,5,5,14,4,0,Champions
C01011,426,9,3343.19,371.46555555555557,4,530,26.253571185650152,1,2,3,6,5,0,At Risk
C01012,442,4,1990.9999999999998,497.74999999999994,2,504,6.018490028422596,1,1,2,4,1,0,Needs Attention
C01013,7,18,4849.07,269.3927777777778,6,401,31.582264744105704,4,3,3,10,0,0,Loyal Customers
C01014,108,7,1551.25,221.60714285714286,5,178,10.97977939466707,1,2,2,5,0,0,Loyal Customers
C01015,424,3,910.1800000000001,303.3933333333334,2,476,25.0,1,1,1,3,5,0,At Risk
C01016,11,45,9852.67,218.94822222222223,6,141,4.898768608976905,4,4,4,12,4,0,Champions
C01017,12,34,5639.46,165.8664705882353,6,423,17.854786149090447,4,4,3,11,0,0,Loyal Customers
C01018,14,207,39300.63,189.85811594202897,6,665,5.439746564017735,4,5,5,14,4,0,Champions
C01019,621,4,198.54,49.635,3,692,18.06162291219209,1,1,1,3,5,0,At Risk
C01020,19,26,5722.81,220.10807692307694,5,610,38.67079518189405,3,3,3,9,2,0,Potential Loyalists
C01021,267,10,2508.0299999999997,250.80299999999997,5,362,9.765143352319924,1,2,2,5,0,0,Loyal Customers
C01022,3,58,8722.619999999999,150.39,6,675,17.978287920853226,5,4,4,13,4,0,Champions
C01023,62,7,611.21,87.3157142857143,5,75,4.017323597731316,2,2,1,5,3,0,Hibernating / Lost
C01024,19,32,11882.4,371.325,6,462,19.192057410238153,3,4,4,11,4,0,Champions
C01025,5,12,1224.92,102.07666666666667,6,121,13.67388776506412,5,2,2,9,0,0,Loyal Customers
C01026,58,25,7573.6,302.944,6,266,12.75299529086751,2,3,4,9,0,0,Loyal Customers
C01027,45,157,33061.53,210.58299363057324,6,595,5.61642362475231,2,5,5,12,4,0,Champions
C01028,577,9,848.4,94.26666666666667,4,695,11.776565713313877,1,2,1,4,5,0,At Risk
C01029,4,9,1961.68,217.96444444444444,6,229,26.45485541446031,5,2,2,9,0,0,Loyal Customers
C01030,52,21,3768.73,179.46333333333334,6,597,42.18989807999066,2,3,3,8,2,0,Potential Loyalists
C01031,25,15,5256.49,350.43266666666665,6,673,54.206521183115136,3,3,3,9,2,0,Potential Loyalists
C01032,10,10,1907.29,190.72899999999998,5,53,5.691665988829199,4,2,2,8,0,0,Loyal Customers
C01033,3,36,9934.77,275.96583333333336,6,464,20.24349731823702,5,4,4,13,4,0,Champions
C01034,2,313,72127.51,230.4393290734824,6,856,5.293455295719834,5,5,5,15,4,0,Champions
C01035,5,154,29421.79,191.0505844155844,6,453,6.153913229917336,5,5,5,15,4,0,Champions
C01036,57,12,789.5,65.79166666666667,5,485,57.776142521183424,2,2,1,5,2,0,Potential Loyalists
C01037,54,12,4349.6,362.4666666666667,5,113,7.113019142552201,2,2,3,7,0,0,Loyal Customers
C01038,17,19,6737.7,354.6157894736842,6,245,14.406788523316205,3,3,4,10,0,0,Loyal Customers
C01039,627,2,146.01999999999998,73.00999999999999,2,724,0.0,1,1,1,3,5,0,At Risk
C01040,735,6,1133.5,188.91666666666666,4,757,6.590902821313633,1,1,2,4,5,0,At Risk
