customer_id,signup_date,archetype,region,age
C00565,2025-06-24 18:09:09,loyal,South,68
C00566,2025-08-24 14:37:10,regular,South,62
C00567,2024-04-17 16:55:37,regular,East,48
C00568,2025-04-02 11:30:00,regular,South,18
C00569,2024-11-24 10:15:29,regular,South,48
C00570,2025-03-27 13:40:57,regular,North,53
C00571,2026-05-12 14:04:12,at_risk,Central,36
C00572,2024-03-09 22:47:12,occasional,South,25
C00573,2026-06-14 22:01:56,dormant,South,47
C00574,2025-02-08 14:53:58,loyal,North,59
C00575,2025-11-25 21:27:55,loyal,East,34
C00576,2025-01-17 00:33:54,occasional,Central,41
C00577,2024-10-06 20:46:06,loyal,North,18
C00578,2025-11-24 12:57:14,regular,North,54
C00579,2025-09-10 21:33:53,dormant,North,63
C00580,2024-05-09 15:39:08,regular,East,58
C00581,2025-09-26 20:46:38,regular,Central,40
C00582,2025-11-08 18:28:16,occasional,South,20
C00583,2024-12-15 01:22:49,occasional,South,43
C00584,2026-04-13 02:01:46,occasional,West,66
C00585,2025-07-30 19:11:39,regular,West,22
C00586,2024-10-27 06:22:21,new,South,29
C00587,2024-01-10 15:43:01,regular,North,61
C00588,2025-08-30 11:08:39,occasional,South,47
C00589,2024-07-07 03:38:43,at_risk,West,26
C00590,2025-11-11 20:58:20,new,West,19
C00591,2025-04-17 13:54:25,regular,West,39
C00592,2025-02-24 01:17:39,occasional,West,48
C00593,2024-05-27 09:01:41,loyal,South,61
C00594,2025-10-02 08:30:49,regular,South,63
C00595,2024-05-29 07:35:17,loyal,North,41
C00596,2025-01-10 23:28:48,at_risk,Central,39
C00597,2026-01-22 16:10:20,regular,East,66
C00598,2026-04-08 07:54:07,at_risk,South,58
C00599,2026-06-09 05:16:21,loyal,North,28
C00600,2026-05-12 05:03:30,new,West,53
C00601,2025-05-15 08:56:22,new,West,55
C00602,2024-06-29 10:22:46,loyal,West,30
C00603,2026-01-25 03:54:21,loyal,North,68
C00604,2025-12-22 11:13:08,loyal,Central,33
C00605,2026-06-10 06:56:51,new,West,46
C00606,2025-08-08 20:28:27,regular,West,43
C00607,2024-05-07 10:28:16,occasional,West,53
C00608,2025-03-28 14:41:14,occasional,Central,64
C00609,2025-02-07 10:06:18,new,Central,38
C00610,2026-01-28 15:39:36,occasional,East,37
C00611,2024-12-19 07:34:13,occasional,South,57
C00612,2024-10-22 17:36:08,dormant,South,67
C00613,2024-03-13 01:03:52,regular,West,65
C00614,2026-01-21 21:51:40,new,West,57
C00615,2025-11-10 19:07:53,loyal,North,54
C00616,2024-02-07 02:31:05,occasional,North,57
C00617,2025-01-25 09:37:36,new,Central,66
C00618,2025-03-07 17:54:41,at_risk,Central,18
C00619,2025-02-26 09:27:41,at_risk,Central,48
C00620,2026-04-07 00:54:51,regular,South,19
C00621,2024-05-15 14:32:10,occasional,West,48
C00622,2024-10-02 17:02:27,regular,West,38
C00623,2024-06-11 20:00:56,occasional,South,33
C00624,2024-08-07 16:13:36,occasional,North,64
C00625,2026-03-27 09:26:16,regular,Central,54
C00626,2026-04-26 15:35:51,regular,North,47
C00627,2024-02-10 04:25:13,regular,East,63
C00628,2025-07-22 21:11:02,regular,West,23
C00629,2024-07-28 13:36:33,regular,West,51
C00630,2024-06-22 07:19:08,new,South,26
C00631,2024-09-19 20:28:53,occasional,West,30
C00632,2024-06-23 22:45:34,regular,North,27
C00633,2025-03-17 04:16:00,at_risk,West,46
C00634,2026-06-15 01:11:21,new,North,50
C00635,2025-06-11 19:12:56,regular,West,57
C00636,2025-10-12 22:03:03,regular,West,40
C00637,2025-03-19 23:03:48,loyal,North,66
C00638,2024-01-13 12:23:49,loyal,South,37
C00639,2024-03-16 16:53:28,at_risk,West,26
C00640,2024-08-29 23:38:52,dormant,North,19
C00641,2024-08-07 07:13:00,loyal,North,24
C00642,2026-01-26 12:30:58,at_risk,South,41
C00643,2026-01-29 05:30:31,loyal,Central,39
C00644,2026-02-07 17:01:17,occasional,East,62
C00645,2025-07-27 19:54:56,at_risk,South,24
C00646,2025-05-15 13:20:24,regular,Central,31
C00647,2025-08-07 05:37:09,loyal,East,68
C00648,2025-01-01 03:01:43,occasional,South,19
C00649,2025-08-26 04:23:24,dormant,South,40
C00650,2025-12-15 23:57:46,regular,South,28
C00651,2025-11-17 14:42:17,regular,South,45
C00652,2025-07-06 10:44:05,regular,West,68
C00653,2024-02-22 07:08:35,occasional,North,29
C00654,2025-10-14 10:54:27,occasional,West,37
C00655,2024-11-25 22:44:27,new,North,41
C00656,2025-10-31 07:12:48,at_risk,South,59
C00657,2025-04-30 13:47:32,new,North,69
C00658,2026-03-04 01:36:45,new,East,23
C00659,2024-10-31 14:39:35,regular,West,43
C00660,2026-04-18 06:06:53,occasional,South,57
C00661,2026-01-30 00:44:36,regular,North,18
C00662,2024-10-24 23:54:41,regular,South,59
C00663,2025-03-10 07:33:57,dormant,West,30
C00664,2025-04-23 05:07:02,at_risk,South,44
C00665,2025-11-22 18:21:20,dormant,West,68
C00666,2025-09-12 05:47:41,occasional,South,51
C00667,2026-02-05 19:32:05,occasional,North,69
C00668,2024-11-28 21:08:39,occasional,West,49
C00669,2025-03-30 07:29:45,loyal,East,28
C00670,2025-01-22 18:40:43,regular,North,54
C00671,2026-03-29 14:19:41,occasional,Central,49
C00672,2024-10-01 11:34:50,loyal,North,34
C00673,2025-06-12 09:52:37,dormant,South,21
C00674,2024-04-18 03:35:19,regular,South,51
C00675,2026-02-04 05:55:28,regular,East,48
C00676,2024-12-11 19:06:27,at_risk,West,58
C00677,2024-11-02 12:45:39,loyal,North,24
C00678,2025-06-08 15:00:42,dormant,Central,46
C00679,2025-03-24 22:26:46,at_risk,West,60
C00680,2026-02-02 04:17:17,loyal,Central,64
C00681,2025-04-10 07:05:04,at_risk,West,66
C00682,2024-04-04 11:33:42,occasional,Central,29
C00683,2024-01-20 17:51:50,at_risk,East,26
C00684,2024-12-24 16:44:02,new,South,47
C00685,2026-06-17 09:14:59,at_risk,South,42
C00686,2026-04-05 14:29:36,occasional,West,30
C00687,2025-07-20 01:57:40,regular,South,23
C00688,2025-07-21 17:58:34,at_risk,West,25
C00689,2024-12-18 08:28:45,dormant,North,35
C00690,2024-06-08 18:08:31,occasional,West,56
C00691,2024-01-08 16:36:33,at_risk,North,21
C00692,2024-10-31 23:16:53,occasional,Central,23
C00693,2024-10-11 19:42:42,at_risk,North,31
C00694,2024-06-21 10:37:29,dormant,North,63
C00695,2024-08-21 06:00:27,regular,West,69
C00696,2024-01-23 08:10:46,regular,West,40
C00697,2025-07-01 03:56:24,occasional,West,20
C00698,2026-04-14 17:08:44,occasional,Central,18
C00699,2025-09-13 17:16:44,occasional,South,62
C00700,2025-02-07 09:16:41,loyal,West,41
C00701,2025-01-13 05:47:33,occasional,South,22
C00702,2024-10-03 18:45:26,occasional,East,61
C00703,2024-05-08 03:58:17,occasional,South,45
C00704,2025-06-22 15:06:25,at_risk,North,36
C00705,2025-05-24 20:55:04,at_risk,East,41
C00706,2024-01-07 13:59:32,occasional,West,29
C00707,2025-01-08 23:15:52,new,North,66
C00708,2024-09-07 05:16:38,occasional,Central,58
C00709,2024-06-02 06:05:07,occasional,East,28
C00710,2025-09-24 17:31:21,occasional,North,56
C00711,2025-04-18 05:50:41,loyal,West,27
C00712,2025-07-24 09:25:36,regular,North,41
C00713,2025-10-04 03:12:11,occasional,North,56
C00714,2026-06-02 15:00:29,new,West,19
C00715,2025-12-23 11:40:23,at_risk,North,55
C00716,2025-07-12 07:43:34,loyal,North,29
C00717,2026-03-02 02:51:55,occasional,West,54
C00718,2025-03-05 18:07:36,regular,North,43
C00719,2026-06-05 06:57:29,at_risk,West,19
C00720,2025-11-16 06:56:35,new,West,57
C00721,2025-08-08 19:04:48,occasional,North,31
C00722,2026-03-23 23:52:54,occasional,East,67
C00723,2025-04-08 13:42:14,regular,North,61
C00724,2025-10-10 15:01:56,occasional,East,28
C00725,2024-09-13 06:11:13,new,North,49
C00726,2026-05-16 21:21:43,at_risk,Central,36
C00727,2025-07-15 00:44:07,occasional,North,49
C00728,2025-12-04 19:18:41,regular,West,46
C00729,2025-02-18 15:56:00,loyal,North,33
C00730,2026-02-19 02:54:38,regular,North,51
C00731,2024-03-07 18:14:30,regular,South,31
C00732,2024-04-12 16:38:52,regular,East,65
C00733,2025-04-01 09:42:57,dormant,Central,67
C00734,2025-10-21 04:07:53,occasional,North,26
C00735,2025-12-29 07:07:57,regular,North,55
C00736,2025-01-31 01:54:56,loyal,South,66
C00737,2025-08-07 16:56:27,regular,South,24
C00738,2025-05-12 19:02:31,new,Central,56
C00739,2026-05-15 08:53:43,regular,Central,66
C00740,2025-08-11 16:36:42,new,Central,29
C00741,2025-01-10 03:49:44,new,North,48
C00742,2026-05-22 20:00:22,loyal,South,59
C00743,2024-04-06 12:39:56,occasional,West,35
C00744,2026-06-05 02:53:10,dormant,South,30
C00745,2024-05-18 14:40:54,occasional,West,38
C00746,2024-09-16 09:43:48,loyal,South,35
C00747,2026-01-09 07:45:11,dormant,South,55
C00748,2025-10-22 09:04:31,new,Central,37
C00749,2026-05-23 07:39:04,occasional,South,37
C00750,2025-11-05 23:38:39,occasional,Central,67
C00751,2025-07-27 07:22:59,regular,South,48
C00752,2024-11-07 20:14:44,new,North,66
C00753,2024-01-05 05:47:28,occasional,South,54
C00754,2024-04-21 11:35:13,loyal,North,64
C00755,2024-09-24 23:59:17,at_risk,East,28
C00756,2024-02-06 20:27:15,dormant,North,66
C00757,2025-04-02 08:40:48,new,East,67
C00758,2025-11-30 14:36:40,regular,Central,20
C00759,2026-05-16 22:18:08,loyal,South,36
C00760,2025-03-16 17:30:51,dormant,North,39
C00761,2026-02-26 12:06:38,dormant,South,39
C00762,2026-06-05 23:40:02,occasional,West,58
C00763,2026-02-12 20:17:41,occasional,East,54
C00764,2025-02-22 11:25:35,occasional,North,29
C00765,2024-10-19 17:37:27,occasional,East,49
C00766,2026-05-30 03:00:23,loyal,East,68
C00767,2024-08-05 17:17:23,loyal,South,40
C00768,2025-01-05 10:02:29,regular,North,66
C00769,2024-03-07 15:03:31,new,Central,51
C00770,2025-12-15 07:32:03,regular,North,66
C00771,2025-08-07 20:28:58,regular,North,64
C00772,2024-03-17 08:05:46,occasional,North,18
C00773,2024-07-18 17:38:47,regular,East,59
C00774,2025-05-14 21:58:22,regular,South,27
C00775,2025-05-01 08:54:08,occasional,South,60
C00776,2025-12-22 20:29:28,regular,South,60
C00777,2024-08-27 11:42:17,occasional,West,31
C00778,2026-04-12 05:33:20,dormant,South,21
C00779,2025-02-04 00:37:50,regular,Central,39
C00780,2026-01-10 07:47:40,dormant,South,33
C00781,2024-08-02 13:01:50,dormant,North,46
C00782,2024-02-03 06:34:03,new,Central,22
C00783,2024-02-19 13:09:34,occasional,West,20
C00784,2024-12-01 10:22:13,occasional,South,40
C00785,2026-05-07 20:06:19,occasional,Central,58
C00786,2024-02-13 19:53:13,at_risk,East,34
C00787,2024-11-28 01:55:36,loyal,South,34
C00788,2024-04-08 08:29:50,dormant,West,26
C00789,2026-04-18 09:47:40,occasional,West,32
C00790,2025-08-30 18:36:04,new,South,33
C00791,2025-11-17 10:08:18,regular,East,31
C00792,2025-10-03 22:22:36,loyal,South,35
C00793,2025-08-14 07:46:26,occasional,North,32
C00794,2025-11-27 08:21:59,occasional,Central,53
C00795,2024-01-08 07:29:42,occasional,East,35
C00796,2026-02-17 21:51:40,regular,East,57
C00797,2025-10-27 21:04:54,regular,East,49
C00798,2025-10-27 11:43:10,occasional,East,51
C00799,2024-12-20 02:13:48,regular,South,48
C00800,2025-12-21 18:49:34,dormant,Central,65
C00801,2024-12-09 15:16:30,regular,East,31
C00802,2024-02-14 01:36:58,regular,West,69
C00803,2026-03-28 00:51:22,regular,South,28
C00804,2024-07-30 01:57:33,occasional,South,25
C00805,2024-04-01 17:02:33,occasional,North,60
C00806,2025-07-13 16:59:30,occasional,South,64
C00807,2024-07-29 06:54:36,dormant,North,22
C00808,2026-02-11 07:30:22,regular,West,49
C00809,2025-02-03 09:00:20,at_risk,Central,44
C00810,2024-01-05 01:12:09,loyal,South,29
C00811,2026-05-06 13:06:41,regular,South,45
C00812,2025-04-08 03:59:37,occasional,West,53
C00813,2024-08-24 16:18:36,loyal,North,47
C00814,2025-09-01 13:24:27,occasional,Central,45
C00815,2025-04-22 13:11:10,at_risk,South,64
C00816,2024-01-27 15:31:02,at_risk,North,29
C00817,2025-11-14 16:22:58,occasional,North,50
C00818,2024-12-27 05:16:47,occasional,Central,34
C00819,2025-09-21 20:03:21,regular,South,68
C00820,2026-03-17 01:42:47,loyal,West,31
C00821,2025-07-03 13:14:11,loyal,North,63
C00822,2025-08-27 10:50:11,at_risk,North,50
C00823,2024-08-17 04:26:38,dormant,Central,29
C00824,2024-08-01 21:25:14,loyal,North,57
C00825,2025-01-08 12:02:06,occasional,North,30
C00826,2026-02-06 12:04:19,at_risk,East,31
C00827,2025-04-16 18:34:05,new,Central,35
C00828,2024-11-09 05:28:43,occasional,South,53
C00829,2025-12-02 15:35:17,occasional,North,38
C00830,2026-02-07 00:14:40,at_risk,Central,47
C00831,2026-03-23 06:43:13,new,West,46
C00832,2024-09-26 01:10:57,regular,Central,28
C00833,2025-09-30 16:13:45,dormant,West,30
C00834,2025-06-15 06:55:02,loyal,West,33
C00835,2025-02-08 01:47:30,new,South,29
C00836,2024-12-23 05:54:19,loyal,South,65
C00837,2024-04-13 02:21:04,regular,West,37
C00838,2024-09-04 08:13:15,loyal,West,39
C00839,2025-05-09 16:46:05,occasional,Central,52
C00840,2026-03-08 21:38:35,regular,East,58
C00841,2026-02-18 16:58:40,regular,South,53
C00842,2024-06-17 20:01:24,occasional,East,46
C00843,2025-09-03 09:22:14,occasional,East,68
C00844,2024-03-17 07:55:49,at_risk,South,64
C00845,2025-08-30 12:16:55,new,West,28
C00846,2024-11-03 17:37:18,at_risk,East,26
C00847,2025-02-08 20:43:21,regular,North,38
C00848,2025-10-07 21:00:19,regular,East,61
C00849,2025-01-17 09:35:21,dormant,East,68
C00850,2025-12-27 16:31:20,loyal,Central,54
C00851,2025-04-25 05:20:35,occasional,South,53
C00852,2026-06-17 20:51:23,dormant,East,30
C00853,2025-07-28 10:00:05,dormant,East,48
C00854,2024-09-23 17:25:13,occasional,East,27
C00855,2025-11-28 18:12:32,at_risk,North,46
C00856,2025-01-02 03:32:45,occasional,Central,28
C00857,2025-04-25 18:02:18,at_risk,Central,21
C00858,2024-05-03 03:20:22,loyal,East,68
C00859,2024-04-17 09:48:45,regular,East,64
C00860,2025-06-01 09:14:00,occasional,North,53
C00861,2024-06-17 00:31:26,regular,East,50
C00862,2026-06-16 19:43:42,at_risk,South,30
C00863,2026-02-09 02:33:02,regular,West,47
C00864,2025-09-22 19:01:46,new,North,56
C00865,2025-10-23 05:30:12,new,West,46
C00866,2025-06-19 16:35:49,occasional,South,32
C00867,2024-02-24 06:16:27,new,West,38
C00868,2024-12-19 03:10:20,regular,East,61
C00869,2025-03-22 05:18:46,occasional,South,31
C00870,2026-04-03 18:27:10,regular,South,67
C00871,2024-07-16 13:00:32,new,West,57
C00872,2025-03-23 05:23:54,new,East,64
C00873,2024-11-05 15:50:10,dormant,North,44
C00874,2024-04-30 22:19:31,new,South,29
C00875,2024-04-02 17:11:16,dormant,South,19
C00876,2024-11-24 20:10:28,regular,West,45
C00877,2024-03-15 04:17:59,dormant,East,38
C00878,2024-03-01 10:48:00,occasional,North,23
C00879,2024-11-11 18:45:22,occasional,East,66
C00880,2024-06-30 18:44:49,occasional,West,68
C00881,2025-05-14 07:53:06,regular,West,37
C00882,2024-01-16 21:38:44,regular,North,52
C00883,2024-09-28 15:09:17,regular,South,39
C00884,2025-02-11 22:50:45,loyal,South,43
C00885,2026-05-16 19:54:54,occasional,North,50
C00886,2025-07-25 02:04:10,new,South,39
C00887,2026-03-03 15:32:14,occasional,North,59
C00888,2024-11-04 23:07:01,occasional,North,27
C00889,2025-02-08 17:44:06,occasional,West,52
C00890,2025-01-13 08:14:46,occasional,South,69
C00891,2026-03-09 15:43:27,regular,West,62
C00892,2026-05-13 06:55:12,new,North,20
C00893,2026-05-16 02:25:08,regular,East,23
C00894,2025-11-07 18:24:11,at_risk,South,50
C00895,2025-03-28 19:12:09,at_risk,West,66
C00896,2025-05-01 18:30:11,occasional,West,61
C00897,2026-06-01 11:01:11,new,South,65
C00898,2024-09-13 02:04:58,regular,East,25
C00899,2024-11-08 00:52:56,new,South,44
C00900,2026-03-18 07:07:50,at_risk,East,55
C00901,2024-12-13 16:33:37,new,North,50
C00902,2024-07-30 14:05:51,at_risk,South,58
C00903,2025-05-19 10:08:28,new,North,29
C00904,2024-10-19 19:24:10,dormant,Central,41
C00905,2026-03-12 18:51:50,occasional,South,41
C00906,2026-03-29 03:47:59,new,East,66
C00907,2024-10-02 09:49:06,at_risk,South,28
C00908,2025-04-21 14:06:29,occasional,South,34
C00909,2026-06-04 14:14:02,dormant,North,19
C00910,2025-10-30 02:04:02,regular,Central,25
C00911,2024-07-13 01:33:00,occasional,West,69
C00912,2025-06-15 16:05:14,loyal,North,62
C00913,2025-07-11 21:38:02,regular,West,31
C00914,2025-08-11 02:17:12,new,South,54
C00915,2024-01-23 12:13:32,regular,North,48
C00916,2024-09-26 10:40:44,regular,East,65
C00917,2026-02-08 03:39:33,regular,North,33
C00918,2024-08-05 05:38:11,occasional,North,69
C00919,2024-09-26 17:25:32,new,West,37
C00920,2024-10-17 05:50:04,new,South,55
C00921,2024-06-08 15:34:39,loyal,Central,38
C00922,2024-05-19 21:32:15,occasional,West,52
C00923,2024-11-08 07:32:08,occasional,West,35
C00924,2026-02-25 21:11:24,occasional,East,61
C00925,2024-01-02 09:09:18,occasional,Central,51
C00926,2024-09-11 22:08:01,regular,South,33
C00927,2024-02-24 13:32:34,occasional,East,67
C00928,2025-05-20 08:10:14,occasional,East,54
C00929,2024-08-13 12:59:54,occasional,Central,40
C00930,2025-12-13 18:38:50,occasional,North,25
C00931,2025-06-10 12:21:45,new,East,68
C00932,2025-12-06 10:36:01,at_risk,West,57
C00933,2025-07-25 10:00:26,regular,South,52
C00934,2025-01-29 13:08:35,new,Central,61
C00935,2026-02-13 20:53:16,new,South,49
C00936,2025-03-04 15:09:27,regular,North,30
C00937,2026-05-04 22:35:06,occasional,East,30
C00938,2026-06-14 05:33:26,regular,South,22
C00939,2025-06-14 02:51:34,at_risk,North,21
C00940,2025-08-30 03:18:19,regular,North,55
C00941,2024-08-18 02:18:40,at_risk,North,62
C00942,2026-01-03 04:11:24,regular,West,26
C00943,2025-08-27 10:23:30,occasional,Central,47
C00944,2026-03-23 07:09:55,dormant,East,24
C00945,2024-08-28 07:22:42,regular,North,39
C00946,2025-12-09 19:56:24,new,East,59
C00947,2025-02-27 05:57:28,dormant,Central,60
C00948,2024-06-15 15:52:25,new,West,67
C00949,2024-06-03 01:50:48,regular,South,34
C00950,2025-05-20 22:53:15,new,North,67
C00951,2024-10-14 12:06:39,loyal,Central,58
C00952,2024-04-01 16:54:49,regular,Central,35
C00953,2025-01-19 10:21:35,new,North,35
C00954,2025-08-10 15:07:03,at_risk,West,23
C00955,2024-10-14 01:18:06,occasional,North,65
C00956,2026-05-09 19:32:50,regular,North,28
C00957,2025-12-02 14:13:24,new,West,31
C00958,2025-04-06 11:00:44,at_risk,East,39
C00959,2026-04-21 04:31:10,occasional,South,25
C00960,2025-01-24 16:12:20,new,Central,59
C00961,2024-05-05 16:50:24,regular,West,54
C00962,2024-02-02 06:12:12,regular,North,26
C00963,2026-04-24 05:18:31,occasional,East,26
C00964,2026-05-13 19:07:45,dormant,West,19
C00965,2025-10-27 07:48:19,regular,East,67
C00966,2024-04-02 16:51:28,regular,Central,40
C00967,2024-09-21 06:51:02,regular,West,52
C00968,2024-02-06 23:18:30,new,North,25
C00969,2024-02-16 02:58:06,regular,North,30
C00970,2024-08-09 11:02:19,occasional,West,46
C00971,2025-05-29 22:15:41,dormant,Central,28
C00972,2024-02-28 23:27:26,loyal,North,49
C00973,2026-06-05 03:23:01,occasional,North,66
C00974,2025-02-13 14:32:42,occasional,West,33
C00975,2024-08-25 11:03:48,new,North,49
C00976,2025-04-09 11:29:46,regular,North,65
C00977,2025-12-12 03:21:18,occasional,Central,64
C00978,2024-10-08 07:30:38,regular,West,18
C00979,2024-02-12 18:17:42,at_risk,Central,23
C00980,2024-02-15 20:44:47,new,West,69
C00981,2026-02-05 18:53:41,regular,South,66
C00982,2024-04-10 10:34:04,regular,Central,34
C00983,2025-07-26 00:10:12,new,South,45
C00984,2024-12-12 01:17:40,loyal,South,47
C00985,2025-11-30 18:22:11,regular,Central,52
C00986,2024-02-24 11:24:52,occasional,West,57
C00987,2026-03-19 00:18:40,regular,Central,37
C00988,2025-09-20 08:53:52,regular,North,64
C00989,2025-02-08 08:23:55,occasional,Central,21
C00990,2024-07-05 07:38:37,regular,East,19
C00991,2026-05-29 10:15:51,occasional,West,67
C00992,2024-09-28 20:44:44,at_risk,Central,27
C00993,2025-03-17 11:03:40,occasional,South,69
C00994,2024-12-20 17:07:00,loyal,West,32
C00995,2024-07-26 11:53:13,new,West,36
C00996,2025-01-09 22:46:04,regular,West,19
C00997,2024-05-16 08:03:59,at_risk,Central,67
C00998,2024-01-02 11:52:16,regular,West,36
C00999,2024-09-17 23:50:50,new,North,26
C01000,2024-04-10 20:43:11,regular,North,43
C01001,2025-01-08 07:13:27,regular,Central,26
C01002,2026-02-15 11:42:51,occasional,Central,59
C01003,2024-05-26 07:29:44,loyal,Central,21
C01004,2024-01-02 02:38:02,regular,North,43
C01005,2024-04-09 23:37:58,at_risk,South,38
C01006,2025-04-02 08:24:53,new,West,19
C01007,2024-09-04 08:30:15,loyal,West,20
C01008,2025-03-16 13:14:35,new,North,44
C01009,2024-01-27 07:45:14,new,East,38
C01010,2024-10-26 18:50:01,new,North,24
C01011,2025-01-04 02:54:24,at_risk,East,25
C01012,2025-01-23 04:39:48,at_risk,South,59
C01013,2025-05-11 01:01:06,occasional,North,55
C01014,2025-12-03 12:33:08,at_risk,North,49
C01015,2025-02-24 12:09:58,dormant,Central,61
C01016,2026-01-27 01:59:59,loyal,West,21
C01017,2025-04-21 18:17:04,regular,Central,53
C01018,2024-08-22 07:31:42,loyal,East,57
C01019,2024-07-25 02:47:39,dormant,South,28
C01020,2024-10-17 05:47:36,occasional,South,45
C01021,2025-06-21 17:13:16,at_risk,East,57
C01022,2024-08-06 05:37:46,new,South,49
C01023,2026-04-02 18:08:56,dormant,West,30
C01024,2025-03-07 21:02:57,regular,West,52
C01025,2026-02-15 22:41:29,new,Central,57
C01026,2025-09-06 22:22:49,new,South,18
C01027,2024-10-27 00:24:48,loyal,East,47
C01028,2024-07-24 10:15:43,at_risk,South,44
C01029,2025-10-31 13:11:37,regular,North,37
C01030,2024-10-24 15:53:30,occasional,West,20
C01031,2024-08-10 04:20:31,occasional,East,22
C01032,2026-04-17 08:18:26,regular,West,57
C01033,2025-03-10 08:48:20,regular,North,61
C01034,2024-02-13 17:05:47,loyal,Central,39
C01035,2025-03-21 06:58:51,loyal,Central,66
C01036,2025-02-18 16:37:24,occasional,East,66
C01037,2026-02-16 13:43:09,regular,Central,52
C01038,2025-10-02 09:39:12,regular,South,48
C01039,2024-06-21 05:18:59,at_risk,West,68
C01040,2024-05-15 09:48:23,at_risk,Central,49
C01041,2025-06-27 05:38:33,occasional,West,66
C01042,2024-02-12 15:16:43,dormant,West,68
C01043,2024-10-14 02:44:40,regular,East,28
C01044,2024-05-04 09:14:09,new,West,52
C01045,2024-01-19 12:08:16,loyal,West,56
C01046,2026-04-06 22:34:50,at_risk,North,60
C01047,2024-03-21 20:07:44,dormant,North,36
C01048,2024-01-09 08:00:40,new,West,62
C01049,2026-04-19 14:27:51,occasional,East,43
C01050,2024-06-18 11:45:16,occasional,East,38
C01051,2026-01-04 21:38:55,regular,Central,26
C01052,2024-01-29 03:43:25,at_risk,West,34
C01053,2024-05-18 04:48:41,new,South,68
C01054,2024-04-09 13:35:47,dormant,South,55
C01055,2025-09-27 15:16:36,occasional,East,55
C01056,2025-07-12 03:13:27,loyal,West,64
C01057,2025-03-03 22:50:37,occasional,East,31
C01058,2024-08-05 11:24:01,loyal,East,52
C01059,2024-03-20 23:22:30,regular,West,37
C01060,2025-05-27 06:58:48,regular,West,62
C01061,2024-07-26 15:25:42,at_risk,West,39
C01062,2025-06-15 04:13:12,regular,North,62
C01063,2025-09-10 17:18:34,regular,West,56
C01064,2026-02-03 11:48:10,loyal,East,58
C01065,2025-03-20 14:04:32,new,North,66
C01066,2024-01-05 06:24:50,at_risk,West,59
C01067,2024-09-09 14:24:13,loyal,West,34
C01068,2026-02-07 00:46:48,loyal,East,45
C01069,2025-04-24 22:13:14,occasional,West,42
C01070,2025-07-11 04:58:19,regular,South,21
C01071,2025-02-16 00:59:00,occasional,North,48
C01072,2024-05-26 11:15:33,occasional,South,40
C01073,2026-03-18 00:47:59,dormant,South,38
C01074,2025-11-26 15:26:50,regular,West,23
C01075,2026-06-14 15:57:41,at_risk,Central,44
C01076,2026-02-08 22:37:01,loyal,West,48
C01077,2024-09-19 00:28:43,dormant,North,23
C01078,2024-08-16 20:05:28,dormant,South,51
C01079,2024-08-11 15:02:51,at_risk,North,26
C01080,2026-04-06 21:56:35,occasional,West,25
C01081,2025-05-16 05:48:07,regular,South,38
C01082,2025-02-13 00:16:49,new,East,38
C01083,2026-05-21 10:26:46,at_risk,West,65
C01084,2025-06-27 01:58:04,regular,West,21
C01085,2026-03-29 11:43:49,occasional,South,36
C01086,2026-06-05 04:25:46,occasional,South,56
C01087,2024-03-12 12:01:31,new,West,30
C01088,2024-11-21 09:10:45,at_risk,East,69
C01089,2025-10-22 17:24:31,occasional,North,56
C01090,2026-01-01 20:14:29,occasional,Central,67
C01091,2024-05-13 15:16:31,regular,East,67
C01092,2024-10-13 13:25:15,regular,East,23
C01093,2025-05-08 08:32:01,loyal,North,41
C01094,2025-12-20 07:00:42,new,South,56
C01095,2024-04-11 16:05:33,occasional,South,18
C01096,2025-06-24 15:51:08,occasional,South,41
C01097,2024-09-23 19:09:59,regular,East,53
C01098,2024-07-13 17:16:58,regular,East,59
C01099,2025-04-08 20:37:16,occasional,Central,39
C01100,2025-01-07 14:57:48,regular,Central,62
C01101,2025-07-26 03:21:52,loyal,North,53
C01102,2024-10-12 20:55:46,at_risk,North,20
C01103,2026-01-10 22:45:35,regular,West,32
C01104,2024-03-11 07:08:28,regular,Central,66
C01105,2026-02-14 16:35:39,occasional,Central,18
C01106,2024-01-27 20:25:51,new,North,23
C01107,2025-10-24 07:20:52,regular,South,35
C01108,2024-11-07 19:56:19,at_risk,North,69
C01109,2024-12-11 00:01:50,dormant,West,54
C01110,2024-01-18 03:08:15,at_risk,East,25
C01111,2025-09-23 21:21:36,occasional,East,38
C01112,2024-05-28 22:32:07,at_risk,East,66
C01113,2025-08-16 05:47:09,occasional,South,29
C01114,2025-10-14 15:57:34,occasional,East,47
C01115,2026-01-30 17:09:14,occasional,North,42
C01116,2025-09-29 06:46:13,regular,West,57
C01117,2024-09-28 08:24:18,loyal,West,57
C01118,2025-10-26 17:20:10,occasional,West,61
C01119,2026-01-13 08:31:35,regular,South,24
C01120,2024-10-12 10:30:30,occasional,West,41
C01121,2024-04-21 18:13:16,occasional,West,53
C01122,2026-03-12 00:25:12,dormant,North,39
C01123,2024-05-13 03:30:11,loyal,North,52
C01124,2025-06-18 10:44:22,occasional,East,51
C01125,2024-07-31 15:39:29,occasional,South,37
C01126,2024-04-23 10:10:08,loyal,North,23
C01127,2025-11-29 18:33:59,regular,North,68
C01128,2024-05-09 08:19:22,loyal,North,60
C01129,2025-08-26 04:52:40,regular,East,64
